week_end_date,cbsa_code,cbsa_title,hh_rank,median_listing_price_yy,active_listing_count_yy,median_days_on_market_by_day_yy,median_days_on_market_yy,new_listing_count_yy,new_listing_share_yy,price_reduced_count_yy,price_reduced_share_yy
12/22/2018,14460,"boston-cambridge-newton, ma-nh",10,0.1%,19.5%,-3,-4.1%,37.3%,0.5%,194.3%,0.6%
12/22/2018,41860,"san francisco-oakland-hayward, ca",11,0.6%,90.7%,6,12.5%,9.8%,-3.2%,57.2%,0.7%
12/22/2018,19820,"detroit-warren-dearborn, mi",12,9.9%,16.8%,-3,-4.8%,27.4%,0.5%,37.3%,1.0%
12/22/2018,38060,"phoenix-mesa-scottsdale, az",13,3.0%,5.0%,-4,-6.6%,8.7%,0.2%,219.9%,1.3%
12/22/2018,42660,"seattle-tacoma-bellevue, wa",14,11.5%,110.0%,7,12.3%,13.9%,-3.2%,32.0%,0.6%
12/22/2018,33460,"minneapolis-st. paul-bloomington, mn-wi",15,0.0%,15.9%,-3,-4.1%,16.9%,0.0%,47.7%,1.4%
12/22/2018,40140,"riverside-san bernardino-ontario, ca",16,1.8%,25.2%,4,6.9%,11.7%,-0.6%,63.8%,0.3%
12/22/2018,45300,"tampa-st. petersburg-clearwater, fl",17,0.5%,20.3%,-2,-3.1%,8.1%,-0.6%,54.1%,-0.1%
12/22/2018,41740,"san diego-carlsbad, ca",18,-2.8%,53.4%,3,6.0%,30.4%,-1.0%,2.0%,0.8%
12/22/2018,41180,"st. louis, mo-il",19,5.3%,-4.6%,4,4.9%,-13.1%,-0.4%,114.8%,0.0%
12/22/2018,19740,"denver-aurora-lakewood, co",20,-11.8%,51.3%,-4,-6.1%,-11.2%,-3.6%,24.2%,1.8%
12/22/2018,12580,"baltimore-columbia-towson, md",21,3.8%,1.6%,-4,-5.3%,10.4%,0.4%,13.1%,1.3%
12/22/2018,38300,"pittsburgh, pa",22,-0.3%,-10.0%,-4,-4.1%,6.5%,0.6%,51.6%,-0.1%
12/22/2018,38900,"portland-vancouver-hillsboro, or-wa",23,-2.1%,30.3%,6,9.1%,9.5%,-0.8%,85.8%,1.2%
12/22/2018,16740,"charlotte-concord-gastonia, nc-sc",24,-1.5%,12.2%,-9,-11.3%,20.2%,0.3%,41.1%,1.1%
12/22/2018,36740,"orlando-kissimmee-sanford, fl",25,0.8%,14.0%,-3,-4.1%,5.0%,-0.4%,35.8%,1.5%
12/22/2018,17460,"cleveland-elyria, oh",26,12.5%,-1.5%,-6,-7.2%,31.5%,1.3%,-4.1%,1.0%
12/22/2018,17140,"cincinnati, oh-ky-in",27,9.1%,1.1%,-6,-8.1%,16.3%,0.7%,52.3%,0.0%
12/22/2018,41700,"san antonio-new braunfels, tx",28,0.0%,8.4%,0,0.0%,5.4%,-0.1%,20.0%,1.3%
12/22/2018,40900,"sacramento--roseville--arden-arcade, ca",29,2.3%,32.3%,2,3.4%,9.4%,-1.2%,12.2%,0.3%
12/22/2018,28140,"kansas city, mo-ks",30,11.3%,13.0%,4,5.1%,19.4%,0.3%,36.3%,0.9%
12/22/2018,18140,"columbus, oh",31,2.0%,7.1%,-7,-9.5%,26.6%,0.9%,17.7%,0.6%
12/22/2018,26900,"indianapolis-carmel-anderson, in",32,8.7%,10.5%,1,1.4%,29.8%,0.9%,92.9%,1.2%
12/22/2018,29820,"las vegas-henderson-paradise, nv",33,-5.3%,90.2%,-4,-6.8%,139.0%,1.8%,7.2%,5.8%
12/22/2018,12420,"austin-round rock, tx",34,-3.0%,11.9%,2,2.7%,15.3%,0.1%,33.7%,1.3%
12/22/2018,34980,"nashville-davidson--murfreesboro--franklin, tn",35,-7.1%,35.5%,4,8.2%,32.0%,-0.2%,393.8%,0.4%
12/22/2018,41940,"san jose-sunnyvale-santa clara, ca",36,-15.9%,207.4%,11,26.2%,9.3%,-7.1%,-30.6%,1.6%
12/22/2018,47260,"virginia beach-norfolk-newport news, va-nc",37,2.7%,-1.7%,-6,-7.5%,54.4%,2.3%,18.0%,0.8%
12/22/2018,33340,"milwaukee-waukesha-west allis, wi",38,18.2%,-6.6%,-11,-14.1%,9.4%,0.7%,33.3%,0.4%
12/22/2018,39300,"providence-warwick, ri-ma",39,2.9%,17.9%,-6,-7.6%,3.7%,-0.5%,36.4%,0.7%
12/22/2018,27260,"jacksonville, fl",40,-3.2%,15.8%,1,1.3%,5.4%,-0.4%,-2.0%,0.5%
12/22/2018,36420,"oklahoma city, ok",41,6.5%,-10.7%,-2,-2.6%,-10.7%,0.0%,6.9%,0.4%
12/22/2018,31140,"louisville/jefferson county, ky-in",42,11.1%,4.9%,-5,-7.0%,24.9%,0.9%,29.0%,0.7%
12/22/2018,32820,"memphis, tn-ms-ar",43,14.9%,-15.2%,1,1.3%,-6.4%,0.5%,18.7%,1.5%
12/22/2018,35380,"new orleans-metairie, la",44,2.6%,-0.5%,2,2.5%,8.7%,0.3%,19.3%,1.6%
12/22/2018,40060,"richmond, va",45,5.3%,6.2%,-5,-6.7%,8.5%,0.1%,8.2%,-0.3%
12/22/2018,15380,"buffalo-cheektowaga-niagara falls, ny",46,12.4%,-0.8%,-3,-4.6%,-21.1%,-1.2%,65.0%,0.6%
12/22/2018,25540,"hartford-west hartford-east hartford, ct",47,0.0%,5.3%,4,4.7%,0.0%,-0.1%,-3.7%,0.4%
12/22/2018,39580,"raleigh, nc",48,-2.4%,18.5%,5,6.3%,24.1%,0.2%,-1.9%,1.1%
12/22/2018,13820,"birmingham-hoover, al",49,13.0%,-12.9%,-15,-14.2%,5.9%,0.8%,29.9%,-0.3%
12/22/2018,40380,"rochester, ny",50,8.8%,-8.6%,-1,-1.4%,2600.0%,5.5%,-9.3%,2.4%
12/22/2018,46060,"tucson, az",51,5.8%,-9.9%,-3,-4.7%,7.2%,0.9%,63.8%,0.9%
12/22/2018,41620,"salt lake city, ut",52,5.3%,19.0%,1,1.8%,-1.5%,-1.3%,34.0%,1.5%
12/22/2018,24340,"grand rapids-wyoming, mi",53,9.7%,16.0%,0,0.0%,23.1%,0.3%,13.5%,2.6%
12/22/2018,46140,"tulsa, ok",54,5.3%,-6.1%,5,7.6%,0.0%,0.3%,-2.9%,1.0%
12/22/2018,10580,"albany-schenectady-troy, ny",55,7.1%,3.3%,-5,-5.0%,14.3%,0.3%,-8.3%,0.3%
12/22/2018,10740,"albuquerque, nm",56,4.2%,-5.8%,-1,-1.4%,14.8%,1.1%,-15.8%,1.1%
12/22/2018,49340,"worcester, ma-ct",57,7.1%,5.6%,-1,-1.3%,4.2%,-0.1%,26.4%,0.3%
12/22/2018,36540,"omaha-council bluffs, ne-ia",58,11.0%,14.5%,2,3.5%,10.6%,-0.2%,18.6%,1.0%
12/22/2018,28940,"knoxville, tn",59,4.4%,-9.9%,0,0.0%,3.4%,0.5%,2.2%,1.6%
12/22/2018,14860,"bridgeport-stamford-norwalk, ct",60,1.4%,7.6%,5,4.7%,9.6%,0.0%,53.9%,0.3%
12/22/2018,24860,"greenville-anderson-mauldin, sc",61,-1.9%,5.9%,7,9.2%,4.0%,-0.1%,25.8%,2.5%
12/22/2018,35300,"new haven-milford, ct",62,1.8%,-0.4%,3,3.3%,4.4%,0.1%,2.6%,0.4%
12/22/2018,35840,"north port-sarasota-bradenton, fl",63,0.0%,9.8%,2,2.7%,0.0%,-0.4%,24.5%,0.4%
12/22/2018,19380,"dayton, oh",64,18.8%,-2.0%,-5,-7.0%,-3.1%,-0.1%,65.4%,0.8%
12/22/2018,46520,"urban honolulu, hi",65,-0.9%,36.1%,2,2.9%,44.9%,0.3%,19.6%,1.3%
12/22/2018,10900,"allentown-bethlehem-easton, pa-nj",66,-0.9%,3.1%,-3,-3.4%,21.8%,0.7%,-22.8%,1.3%
12/22/2018,12940,"baton rouge, la",67,5.3%,24.3%,8,9.3%,29.6%,0.2%,24.6%,-0.5%
12/22/2018,17900,"columbia, sc",68,16.1%,-14.2%,7,9.0%,-27.5%,-0.8%,-60.5%,0.1%
12/22/2018,24660,"greensboro-high point, nc",69,20.6%,-24.5%,-10,-10.4%,-18.1%,0.4%,-2.5%,2.7%
12/22/2018,23420,"fresno, ca",70,0.0%,29.3%,4,6.7%,50.6%,0.9%,59.3%,0.0%
12/22/2018,30780,"little rock-north little rock-conway, ar",71,7.6%,1.7%,-2,-2.4%,32.0%,1.1%,40.7%,0.8%
12/22/2018,16700,"charleston-north charleston, sc",72,-2.2%,8.5%,0,0.0%,10.6%,0.1%,25.1%,1.7%
12/22/2018,10420,"akron, oh",73,7.1%,-10.3%,-3,-4.2%,28.6%,1.8%,25.6%,1.2%
12/22/2018,15980,"cape coral-fort myers, fl",74,-4.6%,16.2%,7,9.7%,11.7%,-0.2%,-100.0%,0.1%
12/22/2018,21340,"el paso, tx",75,6.8%,-20.1%,-14,-14.9%,167.9%,7.5%,170.3%,1.0%
12/22/2018,37100,"oxnard-thousand oaks-ventura, ca",76,-11.1%,37.9%,1,1.5%,73.4%,1.2%,28.4%,0.1%
12/22/2018,17820,"colorado springs, co",77,-1.3%,31.0%,2,3.3%,20.5%,-0.6%,75.0%,0.0%
12/22/2018,31540,"madison, wi",78,3.1%,9.4%,-11,-11.7%,38.6%,0.9%,1.6%,1.2%
12/22/2018,12540,"bakersfield, ca",79,1.5%,6.1%,-3,-4.2%,-9.6%,-0.9%,-48.4%,0.4%
12/22/2018,45060,"syracuse, ny",80,13.3%,-14.8%,2,2.2%,871.4%,3.4%,14.5%,1.8%
12/22/2018,49180,"winston-salem, nc",81,14.4%,-16.7%,-2,-2.1%,5.9%,0.9%,27.6%,0.4%
12/22/2018,19660,"deltona-daytona beach-ormond beach, fl",82,5.1%,17.6%,6,8.0%,0.3%,-0.8%,28.6%,-0.5%
12/22/2018,48620,"wichita, ks",83,8.2%,-5.1%,-7,-9.1%,17.6%,1.0%,-19.0%,0.2%
12/22/2018,45780,"toledo, oh",84,12.6%,-8.5%,0,0.0%,-23.4%,-0.8%,32.7%,1.1%
12/22/2018,14260,"boise city, id",85,13.0%,-0.2%,-5,-8.6%,16.0%,1.0%,46.4%,2.5%
12/22/2018,44140,"springfield, ma",86,0.0%,-5.0%,-7,-8.0%,-17.2%,-0.5%,-5.0%,0.2%
12/22/2018,19780,"des moines-west des moines, ia",87,0.7%,7.8%,7,7.9%,17.9%,0.3%,46.7%,-0.3%
12/22/2018,29460,"lakeland-winter haven, fl",88,2.2%,14.1%,-4,-5.5%,27.1%,0.6%,23.2%,1.4%
12/22/2018,37340,"palm bay-melbourne-titusville, fl",89,-0.1%,29.9%,3,4.7%,16.7%,-0.6%,-13.9%,1.1%
12/22/2018,32580,"mcallen-edinburg-mission, tx",90,0.0%,-3.2%,-19,-16.8%,13.2%,0.7%,-19.8%,-0.3%
12/22/2018,42540,"scranton--wilkes-barre--hazleton, pa",91,7.1%,-7.0%,-3,-2.8%,6.9%,0.4%,26.3%,-0.1%
12/22/2018,25420,"harrisburg-carlisle, pa",92,12.5%,-19.1%,-4,-4.2%,-18.1%,0.1%,40.0%,0.6%
12/22/2018,49660,"youngstown-warren-boardman, oh-pa",93,17.5%,-13.0%,-7,-7.1%,-5.2%,0.3%,-9.4%,0.6%
12/22/2018,12260,"augusta-richmond county, ga-sc",94,0.0%,-3.4%,-1,-1.0%,3.2%,0.3%,25.0%,1.2%
12/22/2018,44700,"stockton-lodi, ca",95,3.6%,51.9%,5,9.6%,67.2%,0.5%,47.8%,-0.1%
12/22/2018,16860,"chattanooga, tn-ga",96,14.5%,11.9%,0,0.0%,20.9%,0.4%,34.9%,0.9%
12/22/2018,38860,"portland-south portland, me",97,1.2%,4.3%,-4,-3.9%,10.5%,0.2%,43.2%,0.2%
12/22/2018,20500,"durham-chapel hill, nc",98,-1.3%,12.8%,-12,-12.1%,21.9%,0.4%,35.4%,-0.6%
12/22/2018,44060,"spokane-spokane valley, wa",99,16.4%,-15.4%,-3,-3.8%,-10.9%,0.2%,-9.3%,-0.7%
12/22/2018,27140,"jackson, ms",100,-1.3%,-14.5%,12,12.8%,-1.1%,0.5%,28.7%,0.9%
12/15/2018,35620,"new york-newark-jersey city, ny-nj-pa",1,9.6%,13.3%,-2,-2.4%,10.4%,-0.1%,97.8%,0.5%
12/15/2018,31080,"los angeles-long beach-anaheim, ca",2,-3.3%,50.7%,4,8.0%,10.0%,-2.3%,13.2%,1.0%
12/15/2018,16980,"chicago-naperville-elgin, il-in-wi",3,2.8%,8.1%,-3,-4.2%,8.1%,0.0%,29.4%,0.5%
12/15/2018,19100,"dallas-fort worth-arlington, tx",4,-3.1%,28.4%,3,4.8%,4.3%,-1.5%,14.4%,0.5%
12/15/2018,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,7.3%,-9.0%,-4,-5.1%,-0.9%,0.4%,8.6%,0.6%
12/15/2018,47900,"washington-arlington-alexandria, dc-va-md-wv",6,0.9%,0.9%,-2,-3.1%,1.2%,0.0%,5.0%,0.4%
12/15/2018,26420,"houston-the woodlands-sugar land, tx",7,-1.9%,12.2%,-1,-1.4%,15.9%,0.2%,18.5%,0.0%
12/15/2018,33100,"miami-fort lauderdale-west palm beach, fl",8,0.0%,7.5%,0,0.0%,3.1%,-0.2%,44.3%,0.9%
12/15/2018,12060,"atlanta-sandy springs-roswell, ga",9,5.0%,18.0%,-1,-1.5%,18.3%,0.0%,29.8%,0.2%
12/15/2018,14460,"boston-cambridge-newton, ma-nh",10,1.9%,19.1%,-1,-1.5%,-1.9%,-1.1%,161.4%,0.8%
12/15/2018,41860,"san francisco-oakland-hayward, ca",11,-2.3%,81.6%,6,13.6%,0.0%,-5.1%,33.2%,1.7%
12/15/2018,19820,"detroit-warren-dearborn, mi",12,7.3%,16.9%,-2,-3.3%,6.1%,-0.7%,21.9%,1.4%
12/15/2018,38060,"phoenix-mesa-scottsdale, az",13,3.0%,3.2%,-3,-5.2%,6.4%,0.2%,196.9%,2.3%
12/15/2018,42660,"seattle-tacoma-bellevue, wa",14,12.1%,96.4%,9,18.0%,-1.2%,-5.5%,46.9%,2.6%
12/15/2018,33460,"minneapolis-st. paul-bloomington, mn-wi",15,0.3%,14.6%,-3,-4.4%,7.1%,-0.4%,48.3%,0.6%
12/15/2018,40140,"riverside-san bernardino-ontario, ca",16,2.4%,24.2%,4,7.3%,4.3%,-1.1%,23.9%,0.8%
12/15/2018,45300,"tampa-st. petersburg-clearwater, fl",17,1.1%,19.4%,-2,-3.2%,5.0%,-0.9%,78.3%,2.3%
12/15/2018,41740,"san diego-carlsbad, ca",18,-2.6%,36.8%,4,8.9%,9.2%,-1.8%,-11.8%,0.7%
12/15/2018,41180,"st. louis, mo-il",19,7.9%,-3.4%,2,2.6%,-15.1%,-0.6%,97.7%,0.3%
12/15/2018,19740,"denver-aurora-lakewood, co",20,-10.8%,47.3%,-3,-5.0%,-5.3%,-4.1%,22.6%,2.2%
12/15/2018,12580,"baltimore-columbia-towson, md",21,3.8%,5.0%,-4,-5.6%,7.3%,0.1%,-8.1%,0.9%
12/15/2018,38300,"pittsburgh, pa",22,-1.1%,-9.5%,-4,-4.3%,6.8%,0.7%,47.6%,0.7%
12/15/2018,38900,"portland-vancouver-hillsboro, or-wa",23,-1.1%,30.4%,6,9.7%,-8.3%,-2.1%,31.6%,0.8%
12/15/2018,16740,"charlotte-concord-gastonia, nc-sc",24,-1.5%,10.6%,-8,-10.4%,6.2%,-0.2%,27.8%,2.3%
12/15/2018,36740,"orlando-kissimmee-sanford, fl",25,0.7%,12.8%,-3,-4.1%,-7.8%,-1.3%,9.5%,1.3%
12/15/2018,17460,"cleveland-elyria, oh",26,9.8%,-2.5%,-5,-6.3%,0.0%,0.1%,-1.7%,1.5%
12/15/2018,17140,"cincinnati, oh-ky-in",27,7.1%,1.0%,-6,-8.3%,7.6%,0.4%,17.3%,1.5%
12/15/2018,41700,"san antonio-new braunfels, tx",28,0.0%,8.3%,1,1.4%,7.3%,-0.1%,26.7%,-0.7%
12/15/2018,40900,"sacramento--roseville--arden-arcade, ca",29,2.3%,29.0%,1,1.8%,-0.2%,-2.1%,4.2%,0.0%
12/15/2018,28140,"kansas city, mo-ks",30,9.8%,11.4%,5,6.8%,-3.9%,-0.9%,11.9%,0.1%
12/15/2018,18140,"columbus, oh",31,4.2%,7.6%,-7,-9.9%,7.5%,0.0%,12.7%,1.4%
12/15/2018,26900,"indianapolis-carmel-anderson, in",32,8.6%,8.6%,0,0.0%,-5.2%,-0.8%,73.5%,0.4%
12/15/2018,29820,"las vegas-henderson-paradise, nv",33,-1.5%,51.8%,-4,-7.0%,17.5%,-1.8%,38.3%,1.2%
12/15/2018,12420,"austin-round rock, tx",34,-3.5%,11.2%,0,0.0%,8.3%,-0.2%,30.1%,-0.2%
12/15/2018,34980,"nashville-davidson--murfreesboro--franklin, tn",35,-6.6%,20.9%,4,8.7%,-1.8%,-1.6%,326.9%,0.6%
12/15/2018,41940,"san jose-sunnyvale-santa clara, ca",36,-12.3%,158.5%,14,37.8%,-7.9%,-11.5%,-18.1%,2.7%
12/15/2018,47260,"virginia beach-norfolk-newport news, va-nc",37,3.7%,-1.2%,-4,-5.2%,-6.3%,-0.2%,16.5%,-1.0%
12/15/2018,33340,"milwaukee-waukesha-west allis, wi",38,18.2%,-5.0%,-10,-13.5%,7.2%,0.6%,28.6%,0.9%
12/15/2018,39300,"providence-warwick, ri-ma",39,2.0%,18.2%,-7,-9.3%,15.6%,-0.1%,-17.9%,0.5%
12/15/2018,27260,"jacksonville, fl",40,-2.6%,17.1%,1,1.3%,-3.0%,-1.0%,15.6%,0.8%
12/15/2018,36420,"oklahoma city, ok",41,5.8%,-7.7%,-1,-1.4%,-9.6%,-0.1%,-0.8%,0.3%
12/15/2018,31140,"louisville/jefferson county, ky-in",42,11.1%,1.0%,-4,-5.9%,2.9%,0.1%,-16.1%,0.3%
12/15/2018,32820,"memphis, tn-ms-ar",43,11.9%,-15.1%,-2,-2.7%,-13.0%,0.1%,11.9%,1.8%
12/15/2018,35380,"new orleans-metairie, la",44,1.9%,0.9%,3,3.8%,-22.4%,-1.2%,32.5%,0.7%
12/15/2018,40060,"richmond, va",45,6.7%,5.1%,-7,-9.7%,-12.3%,-1.0%,54.9%,0.5%
12/15/2018,15380,"buffalo-cheektowaga-niagara falls, ny",46,7.1%,5.0%,0,0.0%,53.5%,2.4%,-15.8%,1.6%
12/15/2018,25540,"hartford-west hartford-east hartford, ct",47,0.0%,6.0%,4,4.9%,1.8%,-0.1%,13.0%,-0.3%
12/15/2018,39580,"raleigh, nc",48,-1.5%,17.0%,4,5.1%,6.2%,-0.6%,41.4%,-0.4%
12/15/2018,13820,"birmingham-hoover, al",49,12.2%,-12.7%,-13,-12.9%,-4.4%,0.4%,-0.9%,0.4%
12/15/2018,40380,"rochester, ny",50,8.8%,-4.9%,6,9.4%,28.0%,1.4%,2.4%,1.0%
12/15/2018,46060,"tucson, az",51,6.1%,-9.8%,-4,-6.5%,-3.2%,0.5%,39.7%,0.0%
12/15/2018,41620,"salt lake city, ut",52,4.7%,17.7%,-2,-3.6%,-0.9%,-1.3%,25.0%,1.7%
12/15/2018,24340,"grand rapids-wyoming, mi",53,12.0%,16.3%,1,1.6%,30.0%,0.7%,-14.9%,0.6%
12/15/2018,46140,"tulsa, ok",54,5.1%,-5.0%,2,3.1%,10.2%,0.9%,15.2%,0.7%
12/15/2018,10580,"albany-schenectady-troy, ny",55,6.0%,4.0%,-2,-2.1%,-1.7%,-0.2%,-8.7%,-0.2%
12/15/2018,10740,"albuquerque, nm",56,4.6%,-6.1%,-2,-2.8%,32.4%,2.2%,-24.8%,-0.3%
12/15/2018,49340,"worcester, ma-ct",57,5.2%,6.7%,-1,-1.4%,-8.3%,-0.8%,21.2%,0.7%
12/15/2018,36540,"omaha-council bluffs, ne-ia",58,8.2%,14.4%,0,0.0%,-23.5%,-2.9%,7.7%,-0.9%
12/15/2018,28940,"knoxville, tn",59,4.0%,-9.7%,-1,-1.2%,-5.8%,0.2%,3.8%,1.1%
12/15/2018,14860,"bridgeport-stamford-norwalk, ct",60,1.2%,7.0%,6,6.0%,22.4%,0.3%,0.0%,-0.1%
12/15/2018,24860,"greenville-anderson-mauldin, sc",61,-2.8%,3.8%,7,9.5%,-7.0%,-0.6%,22.5%,1.2%
12/15/2018,35300,"new haven-milford, ct",62,0.3%,-1.0%,7,8.0%,-5.7%,-0.2%,-2.6%,0.1%
12/15/2018,35840,"north port-sarasota-bradenton, fl",63,0.0%,10.2%,1,1.4%,10.0%,0.0%,12.9%,0.7%
12/15/2018,19380,"dayton, oh",64,13.5%,-1.6%,-5,-7.1%,-0.5%,0.1%,60.0%,1.4%
12/15/2018,46520,"urban honolulu, hi",65,-0.1%,31.2%,5,7.6%,18.5%,-0.6%,20.2%,0.9%
12/15/2018,10900,"allentown-bethlehem-easton, pa-nj",66,-1.7%,3.5%,-4,-4.8%,2.0%,-0.1%,-17.2%,0.6%
12/15/2018,12940,"baton rouge, la",67,5.7%,25.4%,7,8.2%,2.9%,-0.9%,31.3%,0.0%
12/15/2018,17900,"columbia, sc",68,15.8%,-13.0%,6,7.9%,-21.9%,-0.5%,-12.1%,-0.4%
12/15/2018,24660,"greensboro-high point, nc",69,20.6%,-24.1%,-11,-11.8%,-14.2%,0.5%,46.5%,-2.2%
12/15/2018,23420,"fresno, ca",70,1.8%,27.0%,4,7.0%,11.9%,-1.0%,38.9%,-1.1%
12/15/2018,30780,"little rock-north little rock-conway, ar",71,7.2%,1.0%,-3,-3.7%,-7.5%,-0.4%,9.1%,1.3%
12/15/2018,16700,"charleston-north charleston, sc",72,-2.5%,7.6%,0,0.0%,7.8%,0.0%,26.5%,2.1%
12/15/2018,10420,"akron, oh",73,8.4%,-12.0%,-3,-4.2%,-5.9%,0.4%,-24.1%,1.6%
12/15/2018,15980,"cape coral-fort myers, fl",74,-4.9%,16.1%,5,7.1%,9.2%,-0.3%,-50.0%,0.3%
12/15/2018,21340,"el paso, tx",75,7.2%,-17.9%,-2,-2.2%,-98.4%,-3.3%,117.9%,-2.8%
12/15/2018,37100,"oxnard-thousand oaks-ventura, ca",76,-9.8%,34.5%,4,6.7%,35.9%,0.1%,69.4%,2.5%
12/15/2018,17820,"colorado springs, co",77,-0.5%,26.3%,7,13.0%,6.9%,-1.4%,-15.5%,0.2%
12/15/2018,31540,"madison, wi",78,3.1%,7.9%,-8,-9.3%,9.0%,0.1%,9.8%,1.4%
12/15/2018,12540,"bakersfield, ca",79,1.4%,6.5%,-2,-2.9%,23.1%,1.0%,-32.8%,-0.3%
12/15/2018,45060,"syracuse, ny",80,15.0%,-12.1%,4,4.7%,31.3%,1.8%,-16.5%,0.8%
12/15/2018,49180,"winston-salem, nc",81,14.9%,-16.8%,-1,-1.1%,-28.8%,-0.6%,6.3%,-1.4%
12/15/2018,19660,"deltona-daytona beach-ormond beach, fl",82,5.1%,16.0%,5,6.8%,10.6%,-0.2%,-44.2%,0.5%
12/15/2018,48620,"wichita, ks",83,8.2%,-5.2%,-7,-9.6%,5.2%,0.5%,-5.3%,-0.6%
12/15/2018,45780,"toledo, oh",84,8.9%,-6.0%,-1,-1.4%,-7.0%,-0.1%,-9.9%,1.1%
12/15/2018,14260,"boise city, id",85,12.9%,-2.5%,-5,-8.8%,-15.5%,-1.1%,4.9%,1.5%
12/15/2018,44140,"springfield, ma",86,0.0%,-2.8%,-5,-6.2%,15.3%,0.8%,-3.1%,-0.2%
12/15/2018,19780,"des moines-west des moines, ia",87,0.8%,9.1%,9,10.6%,-20.0%,-1.4%,23.0%,1.3%
12/15/2018,29460,"lakeland-winter haven, fl",88,1.8%,11.1%,-4,-5.6%,6.2%,-0.3%,64.6%,1.3%
12/15/2018,37340,"palm bay-melbourne-titusville, fl",89,-1.3%,29.2%,1,1.6%,22.4%,-0.3%,-31.1%,-0.2%
12/15/2018,32580,"mcallen-edinburg-mission, tx",90,-0.1%,-3.4%,-19,-17.3%,-4.7%,-0.1%,-3.4%,-0.3%
12/15/2018,42540,"scranton--wilkes-barre--hazleton, pa",91,7.1%,-7.5%,-1,-0.9%,-13.1%,-0.2%,-16.3%,0.9%
12/15/2018,25420,"harrisburg-carlisle, pa",92,15.8%,-18.2%,-2,-2.2%,-30.9%,-0.8%,70.9%,0.0%
12/15/2018,49660,"youngstown-warren-boardman, oh-pa",93,13.3%,-11.1%,-5,-5.2%,-12.0%,0.0%,-17.5%,0.1%
12/15/2018,12260,"augusta-richmond county, ga-sc",94,0.0%,-3.7%,0,0.0%,2.2%,0.3%,277.8%,1.3%
12/15/2018,44700,"stockton-lodi, ca",95,3.6%,40.9%,7,15.2%,-2.4%,-3.0%,24.2%,-0.1%
12/15/2018,16860,"chattanooga, tn-ga",96,11.9%,10.4%,-3,-3.9%,9.2%,-0.1%,29.9%,0.8%
12/15/2018,38860,"portland-south portland, me",97,1.3%,3.9%,-5,-5.1%,3.3%,0.0%,-38.0%,0.7%
12/15/2018,20500,"durham-chapel hill, nc",98,-1.5%,13.4%,-10,-10.3%,-13.8%,-1.4%,19.4%,1.1%
12/15/2018,44060,"spokane-spokane valley, wa",99,16.1%,-16.1%,-2,-2.7%,-13.8%,0.2%,-6.4%,1.6%
12/15/2018,27140,"jackson, ms",100,1.7%,-15.1%,13,14.0%,-16.7%,-0.1%,34.3%,0.2%
12/8/2018,35620,"new york-newark-jersey city, ny-nj-pa",1,9.4%,12.7%,-3,-3.7%,13.5%,0.0%,90.2%,0.4%
12/8/2018,31080,"los angeles-long beach-anaheim, ca",2,-2.8%,49.4%,4,8.3%,7.3%,-2.6%,7.9%,1.5%
12/8/2018,16980,"chicago-naperville-elgin, il-in-wi",3,3.1%,7.2%,-3,-4.4%,12.5%,0.3%,32.5%,0.3%
12/8/2018,19100,"dallas-fort worth-arlington, tx",4,-2.9%,26.7%,3,4.8%,12.4%,-0.9%,9.7%,0.2%
12/8/2018,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,7.9%,-9.3%,-4,-5.2%,-3.8%,0.3%,8.4%,1.0%
12/8/2018,47900,"washington-arlington-alexandria, dc-va-md-wv",6,1.2%,1.8%,-3,-4.8%,1.9%,0.0%,-4.6%,0.2%
12/8/2018,26420,"houston-the woodlands-sugar land, tx",7,-1.9%,11.2%,0,0.0%,10.1%,-0.1%,19.5%,0.1%
12/8/2018,33100,"miami-fort lauderdale-west palm beach, fl",8,0.0%,7.6%,-11,-11.2%,2.2%,-0.3%,42.2%,0.5%
12/8/2018,12060,"atlanta-sandy springs-roswell, ga",9,5.0%,16.8%,-2,-3.2%,22.8%,0.3%,51.2%,1.0%
12/8/2018,14460,"boston-cambridge-newton, ma-nh",10,2.7%,18.7%,-1,-1.6%,-0.1%,-1.2%,193.1%,0.5%
12/8/2018,41860,"san francisco-oakland-hayward, ca",11,-2.3%,75.1%,5,12.2%,15.0%,-4.3%,35.8%,1.9%
12/8/2018,19820,"detroit-warren-dearborn, mi",12,7.3%,16.9%,-4,-6.9%,12.2%,-0.3%,15.5%,0.8%
12/8/2018,38060,"phoenix-mesa-scottsdale, az",13,3.0%,1.9%,-3,-5.4%,1.1%,-0.1%,152.9%,1.7%
12/8/2018,42660,"seattle-tacoma-bellevue, wa",14,12.2%,94.4%,9,18.8%,14.6%,-5.0%,25.1%,2.7%
12/8/2018,33460,"minneapolis-st. paul-bloomington, mn-wi",15,-2.8%,13.5%,-2,-3.1%,7.9%,-0.4%,48.5%,1.3%
12/8/2018,40140,"riverside-san bernardino-ontario, ca",16,3.9%,24.0%,4,7.5%,-9.0%,-2.1%,29.0%,1.0%
12/8/2018,45300,"tampa-st. petersburg-clearwater, fl",17,0.7%,20.1%,-3,-4.8%,17.4%,-0.2%,105.2%,0.2%
12/8/2018,41740,"san diego-carlsbad, ca",18,-4.4%,50.5%,3,6.8%,14.3%,-2.5%,-9.0%,1.3%
